web-scraper-order,web-scraper-start-url,rest-link,rest-link-href,shopname,cuisine,item_name,item_desc,product_img,item_price,shop_rating,shop_address,shop_period
"1622642128-2813","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Igloo CoffeeShop4.6/5 (13)$$$Asian pandapro perksFree deliveryFree Delivery!30min","https://www.foodpanda.sg/restaurant/y0zm/igloo-coffeeshop","Igloo CoffeeShop","","*Iced Homemade Honey Lemon 自制蜂蜜柠檬冰","","","","4.6/5","null","null"
"1622642198-8701","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Omar Shariff (Bukit Timah) - Restaurant Delivery4.1/5 (3k+)$$$IndianSeafoodVegetarianChickenTea TimeBentoDinner pandapro perksDeals near youMonthly DealsFree deliveryPRO - Free Delivery!Discount 30%60min","https://www.foodpanda.sg/restaurant/v1ra/omar-shariff-bukit-timah-restaurant-delivery","Omar Shariff (Bukit Timah) - Restaurant Delivery","","","","","from  S$ 18.08","4.1/5","null","null"
"1622642198-8749","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Omar Shariff (Bukit Timah) - Restaurant Delivery4.1/5 (3k+)$$$IndianSeafoodVegetarianChickenTea TimeBentoDinner pandapro perksDeals near youMonthly DealsFree deliveryPRO - Free Delivery!Discount 30%60min","https://www.foodpanda.sg/restaurant/v1ra/omar-shariff-bukit-timah-restaurant-delivery","Omar Shariff (Bukit Timah) - Restaurant Delivery","","","","","S$ 6.42","4.1/5","null","null"
"1622642070-468","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Formosa Delights4.6/5 (1k+)$$$ChineseS$ 5.99 Delivery fee40min","https://www.foodpanda.sg/restaurant/s3fc/formosa-delights","Formosa Delights","","305. Sweet Potato Crepe","","","","4.6/5","null","null"
"1622642198-8638","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Omar Shariff (Bukit Timah) - Restaurant Delivery4.1/5 (3k+)$$$IndianSeafoodVegetarianChickenTea TimeBentoDinner pandapro perksDeals near youMonthly DealsFree deliveryPRO - Free Delivery!Discount 30%60min","https://www.foodpanda.sg/restaurant/v1ra/omar-shariff-bukit-timah-restaurant-delivery","Omar Shariff (Bukit Timah) - Restaurant Delivery","","","","","from  S$ 29.85","4.1/5","null","null"
"1622642102-1604","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Gloria Jean's Coffees (West Coast Plaza)4.7/5 (393)$$$DessertHalalBeveragesBreakfastFree deliveryFree Delivery!30min","https://www.foodpanda.sg/restaurant/w6uj/gloria-jeans-coffees-west-coast-plaza","Gloria Jean's Coffees (West Coast Plaza)","","Raspberry Italian Soda","","","","4.7/5","null","null"
"1622642102-1581","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Gloria Jean's Coffees (West Coast Plaza)4.7/5 (393)$$$DessertHalalBeveragesBreakfastFree deliveryFree Delivery!30min","https://www.foodpanda.sg/restaurant/w6uj/gloria-jeans-coffees-west-coast-plaza","Gloria Jean's Coffees (West Coast Plaza)","","Creme Brulee Latte","","","","4.7/5","null","null"
"1622642140-3496","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","SpringLeaf Prata Place (West Coast Drive)4.3/5 (1k)$$$IndianSingaporeanAsianBento pandapro perksHawker FavouritesFree deliveryPRO - Free Delivery!30min","https://www.foodpanda.sg/restaurant/x3bd/springleaf-prata-place-west-coast-drive","SpringLeaf Prata Place (West Coast Drive)","","Coffee Chino Ice","","","","4.3/5","null","null"
"1622642186-7173","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","AWADH Royal Indian Lucknawi Cusine - Restaurant Delivery3.8/5 (138)$$$IndianVegetarianMeatAsianBeveragesChickenS$ 7 Delivery feeFeaturedRestaurant Delivery60min","https://www.foodpanda.sg/restaurant/y6eu/awadh-royal-indian-lucknawi-cusine-restaurant-delivery","AWADH Royal Indian Lucknawi Cusine - Restaurant Delivery","","","700ML","","","3.9/5","null","null"
"1622642125-2563","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Xin Wang Hong Kong Cafe (West Coast Plaza)4.5/5 (2k+)$$$ChineseLunchDinnerDim SumS$ 3.49 Delivery fee35min","https://www.foodpanda.sg/restaurant/v7ev/xin-wang-hong-kong-cafe-west-coast-plaza","Xin Wang Hong Kong Cafe (West Coast Plaza)","","8557D Glutinous Black Sesame Rice Ball In Almond Cream Paste","","","","4.5/5","null","null"
"1622642186-7194","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","AWADH Royal Indian Lucknawi Cusine - Restaurant Delivery3.8/5 (138)$$$IndianVegetarianMeatAsianBeveragesChickenS$ 7 Delivery feeFeaturedRestaurant Delivery60min","https://www.foodpanda.sg/restaurant/y6eu/awadh-royal-indian-lucknawi-cusine-restaurant-delivery","AWADH Royal Indian Lucknawi Cusine - Restaurant Delivery","","","","","S$ 20","3.9/5","null","null"
"1622642173-6368","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Burger King (Clementi Mall)4.2/5 (86)$$$Fast FoodBurgersChickenS$ 2.19 Delivery feeNew25min","https://www.foodpanda.sg/restaurant/d5q1/burger-king-clementi-mall","Burger King (Clementi Mall)","","","","","from  S$ 10","4.2/5","null","null"
"1622642128-2908","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Igloo CoffeeShop4.6/5 (13)$$$Asian pandapro perksFree deliveryFree Delivery!30min","https://www.foodpanda.sg/restaurant/y0zm/igloo-coffeeshop","Igloo CoffeeShop","","","","","S$ 28","4.6/5","null","null"
"1622642113-1963","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Koo Kee Yong Tow Foo Mee (Clementi)4.4/5 (1k+)$$$ChineseLunchDinnerBreakfastS$ 2.69 Delivery fee25min","https://www.foodpanda.sg/restaurant/v9qs/koo-kee-yong-tow-foo-mee-clementi","Koo Kee Yong Tow Foo Mee (Clementi)","Lunch","","","","","4.4/5","null","null"
"1622642195-8117","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Takagi Ramen (Clementi)4.5/5 (1k+)$$$JapaneseAsianNoodles pandapro perksBubble TeaFree deliveryFree Delivery!Featured30min","https://www.foodpanda.sg/restaurant/c2sn/takagi-ramen-clementi","Takagi Ramen (Clementi)","","1-For-1 Kuroyama Ramen","","","","4.5/5","null","null"
"1622642140-3590","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","SpringLeaf Prata Place (West Coast Drive)4.3/5 (1k)$$$IndianSingaporeanAsianBento pandapro perksHawker FavouritesFree deliveryPRO - Free Delivery!30min","https://www.foodpanda.sg/restaurant/x3bd/springleaf-prata-place-west-coast-drive","SpringLeaf Prata Place (West Coast Drive)","","","","","S$ 2.80","4.3/5","null","null"
"1622642158-5048","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","KFC (Clementi Mall)4.4/5 (5k+)$$$ChickenSingaporeanDessertBurgersHalalFast FoodInternationalLunchDinnerDeals near youBreakfastMonthly DealsS$ 2.19 Delivery feeDiscount 30%30min","https://www.foodpanda.sg/restaurant/v9oj/kfc-clementi-mall","KFC (Clementi Mall)","","Zinger Meal","","","","4.4/5","null","null"
"1622642090-1199","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Mohamad Ali Drinks Stall4.6/5 (97)$$$Beverages pandapro perksFree deliveryFree Delivery!25min","https://www.foodpanda.sg/restaurant/x9yw/mohamad-ali-drinks-stall","Mohamad Ali Drinks Stall","","Teh","","","","4.6/5","null","null"
"1622642149-4591","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Tenderfresh Classic (Ayer Rajah CC)4.5/5 (3k+)$$$WesternSingaporeanHalalChickenLunchDinner pandapro perksFree deliveryPRO - Free Delivery30min","https://www.foodpanda.sg/restaurant/s0uk/tenderfresh-classic-ayer-rajah-cc","Tenderfresh Classic (Ayer Rajah CC)","","","","","S$ 12.90","4.5/5","null","null"
"1622642198-8328","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Omar Shariff (Bukit Timah) - Restaurant Delivery4.1/5 (3k+)$$$IndianSeafoodVegetarianChickenTea TimeBentoDinner pandapro perksDeals near youMonthly DealsFree deliveryPRO - Free Delivery!Discount 30%60min","https://www.foodpanda.sg/restaurant/v1ra/omar-shariff-bukit-timah-restaurant-delivery","Omar Shariff (Bukit Timah) - Restaurant Delivery","","Samosa","","","","4.1/5","null","null"
"1622642084-966","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Hong Kong Street Hock Kee Fish Head & Steamboat Restaurant4.2/5 (52)$$$Chinese pandapro perksFree deliveryFree Delivery!30min","https://www.foodpanda.sg/restaurant/y2qi/hong-kong-street-hock-kee-fish-head-and-steamboat-restaurant","Hong Kong Street Hock Kee Fish Head & Steamboat Restaurant","","Salted Vegetable Bean Curd Soup","","","","4.2/5","null","null"
"1622642155-4825","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Kimly Zi Char (325 Clementi Ave 5)4.3/5 (735)$$$ChineseSingaporeanAsianDeals near youMonthly DealsS$ 2.69 Delivery fee30min","https://www.foodpanda.sg/restaurant/x2tv/kimly-zi-char-325-clementi-ave-5","Kimly Zi Char (325 Clementi Ave 5)","","","Fragrant Sliced Fish Fried Rice with a good wokhey.","","","4.3/5","null","null"
"1622642082-961","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Kimly Dim Sum (Clementi)4.4/5 (1k+)$$$ChineseSingaporeanAsianLunchDinnerDim SumBreakfastS$ 2.69 Delivery fee25min","https://www.foodpanda.sg/restaurant/v0hf/kimly-dim-sum-clementi","Kimly Dim Sum (Clementi)","","","","","S$ 1.70","4.4/5","null","null"
"1622642186-7052","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","AWADH Royal Indian Lucknawi Cusine - Restaurant Delivery3.8/5 (138)$$$IndianVegetarianMeatAsianBeveragesChickenS$ 7 Delivery feeFeaturedRestaurant Delivery60min","https://www.foodpanda.sg/restaurant/y6eu/awadh-royal-indian-lucknawi-cusine-restaurant-delivery","AWADH Royal Indian Lucknawi Cusine - Restaurant Delivery","","Baghaar-E-Chawal","","","","3.9/5","null","null"
"1622642125-2547","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Xin Wang Hong Kong Cafe (West Coast Plaza)4.5/5 (2k+)$$$ChineseLunchDinnerDim SumS$ 3.49 Delivery fee35min","https://www.foodpanda.sg/restaurant/v7ev/xin-wang-hong-kong-cafe-west-coast-plaza","Xin Wang Hong Kong Cafe (West Coast Plaza)","","8402D Chicken Chop & Jumbo Prawn Combo Hotplate","","","","4.5/5","null","null"
"1622642079-670","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Soi Thai Kitchen (JCube)4.3/5 (427)$$$ThaiMeatAsian pandapro perksMonthly DealsFree deliveryPRO - Free Delivery!Discount 20%30min","https://www.foodpanda.sg/restaurant/w1hz/soi-thai-kitchen-jcube","Soi Thai Kitchen (JCube)","","H2. Thai Style Kang Kong","","","","4.3/5","null","null"
"1622642070-499","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Formosa Delights4.6/5 (1k+)$$$ChineseS$ 5.99 Delivery fee40min","https://www.foodpanda.sg/restaurant/s3fc/formosa-delights","Formosa Delights","","","Highly recommended, spicy","","","4.6/5","null","null"
"1622642140-3696","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","SpringLeaf Prata Place (West Coast Drive)4.3/5 (1k)$$$IndianSingaporeanAsianBento pandapro perksHawker FavouritesFree deliveryPRO - Free Delivery!30min","https://www.foodpanda.sg/restaurant/x3bd/springleaf-prata-place-west-coast-drive","SpringLeaf Prata Place (West Coast Drive)","","","","","from  S$ 1.60","4.3/5","null","null"
"1622642167-5686","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Prata Alley4.5/5 (3k+)$$$IndianSingaporeanWestern pandapro perksMuslimFree deliveryFree Delivery!30min","https://www.foodpanda.sg/restaurant/s7pk/prata-alley","Prata Alley","","Channa Masala","","","","4.6/5","null","null"
"1622642149-4470","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Tenderfresh Classic (Ayer Rajah CC)4.5/5 (3k+)$$$WesternSingaporeanHalalChickenLunchDinner pandapro perksFree deliveryPRO - Free Delivery30min","https://www.foodpanda.sg/restaurant/s0uk/tenderfresh-classic-ayer-rajah-cc","Tenderfresh Classic (Ayer Rajah CC)","","Water","","","","4.5/5","null","null"
"1622642149-4628","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Tenderfresh Classic (Ayer Rajah CC)4.5/5 (3k+)$$$WesternSingaporeanHalalChickenLunchDinner pandapro perksFree deliveryPRO - Free Delivery30min","https://www.foodpanda.sg/restaurant/s0uk/tenderfresh-classic-ayer-rajah-cc","Tenderfresh Classic (Ayer Rajah CC)","","","","","S$ 13.90","4.5/5","null","null"
"1622642102-1735","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Gloria Jean's Coffees (West Coast Plaza)4.7/5 (393)$$$DessertHalalBeveragesBreakfastFree deliveryFree Delivery!30min","https://www.foodpanda.sg/restaurant/w6uj/gloria-jeans-coffees-west-coast-plaza","Gloria Jean's Coffees (West Coast Plaza)","","","","","S$ 6.80","4.7/5","null","null"
"1622642149-4511","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Tenderfresh Classic (Ayer Rajah CC)4.5/5 (3k+)$$$WesternSingaporeanHalalChickenLunchDinner pandapro perksFree deliveryPRO - Free Delivery30min","https://www.foodpanda.sg/restaurant/s0uk/tenderfresh-classic-ayer-rajah-cc","Tenderfresh Classic (Ayer Rajah CC)","","","Kung Pao Chicken with Cashew Nuts, Sedap Lemak Rice, Signature Coleslaw, Soy Lava Egg","","","4.5/5","null","null"
"1622642192-7796","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Light of India - Restaurant Delivery4.4/5 (7)$$$IndianMeatSoupsNoodlesRice DishesS$ 6 Delivery feeDiscount 15%Featured30min","https://www.foodpanda.sg/restaurant/vyrr/light-of-india-restaurant-delivery","Light of India - Restaurant Delivery","","Butter Chicken","","","","4.4/5","null","null"
"1622642064-248","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Udders Pancakes And Ice Cream - Islandwide Delivery4.9/5 (12)$$$DessertIslandwide DeliveryDeals near youMonthly DealsS$ 5.99 Delivery feeDiscount 30%Islandwide Delivery30min","https://www.foodpanda.sg/restaurant/rt5l/udders-pancakes-and-ice-cream-islandwide-delivery","Udders Pancakes And Ice Cream - Islandwide Delivery","","","","","S$ 10.90","4.9/5","null","null"
"1622642186-7191","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","AWADH Royal Indian Lucknawi Cusine - Restaurant Delivery3.8/5 (138)$$$IndianVegetarianMeatAsianBeveragesChickenS$ 7 Delivery feeFeaturedRestaurant Delivery60min","https://www.foodpanda.sg/restaurant/y6eu/awadh-royal-indian-lucknawi-cusine-restaurant-delivery","AWADH Royal Indian Lucknawi Cusine - Restaurant Delivery","","","","","S$ 20","3.9/5","null","null"
"1622642079-774","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Soi Thai Kitchen (JCube)4.3/5 (427)$$$ThaiMeatAsian pandapro perksMonthly DealsFree deliveryPRO - Free Delivery!Discount 20%30min","https://www.foodpanda.sg/restaurant/w1hz/soi-thai-kitchen-jcube","Soi Thai Kitchen (JCube)","","","","","S$ 7.60S$ 9.50","4.3/5","null","null"
"1622642192-7924","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Light of India - Restaurant Delivery4.4/5 (7)$$$IndianMeatSoupsNoodlesRice DishesS$ 6 Delivery feeDiscount 15%Featured30min","https://www.foodpanda.sg/restaurant/vyrr/light-of-india-restaurant-delivery","Light of India - Restaurant Delivery","","","A typical south Indian famous curry from Chennai","","","4.4/5","null","null"
"1622642182-6641","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Brit’s Indian Kebab and Grill Corner - Restaurant Delivery1.6/5 (3)$$$IndianWrapsBeveragesRice DishesMonthly DealsS$ 6 Delivery feeDiscount 15%Featured60min","https://www.foodpanda.sg/restaurant/eq68/brits-indian-kebab-and-grill-corner-restaurant-delivery","Brit’s Indian Kebab and Grill Corner - Restaurant Delivery","","Chilli Chicken & Naan","","","","1.6/5","null","null"
"1622642186-6994","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","AWADH Royal Indian Lucknawi Cusine - Restaurant Delivery3.8/5 (138)$$$IndianVegetarianMeatAsianBeveragesChickenS$ 7 Delivery feeFeaturedRestaurant Delivery60min","https://www.foodpanda.sg/restaurant/y6eu/awadh-royal-indian-lucknawi-cusine-restaurant-delivery","AWADH Royal Indian Lucknawi Cusine - Restaurant Delivery","","Mango Kulfi","","","","3.9/5","null","null"
"1622642189-7623","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Khansama Tandoori Village (Science Park) - Restaurant Delivery4.3/5 (572)$$$IndianAlcoholVeganSoupsSnacksRice DishesLate Night DeliveryBBQTea TimeLunchDinnerS$ 5 Delivery feeFeaturedRestaurant Delivery60min","https://www.foodpanda.sg/restaurant/x3qv/khansama-tandoori-village-science-park-restaurant-delivery","Khansama Tandoori Village (Science Park) - Restaurant Delivery","","","","","S$ 10.17","4.3/5","null","null"
"1622642079-762","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Soi Thai Kitchen (JCube)4.3/5 (427)$$$ThaiMeatAsian pandapro perksMonthly DealsFree deliveryPRO - Free Delivery!Discount 20%30min","https://www.foodpanda.sg/restaurant/w1hz/soi-thai-kitchen-jcube","Soi Thai Kitchen (JCube)","","","Mild spicy","","","4.3/5","null","null"
"1622642113-1976","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Koo Kee Yong Tow Foo Mee (Clementi)4.4/5 (1k+)$$$ChineseLunchDinnerBreakfastS$ 2.69 Delivery fee25min","https://www.foodpanda.sg/restaurant/v9qs/koo-kee-yong-tow-foo-mee-clementi","Koo Kee Yong Tow Foo Mee (Clementi)","","","Choice of noodles and soup base available","","","4.4/5","null","null"
"1622642192-8046","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Light of India - Restaurant Delivery4.4/5 (7)$$$IndianMeatSoupsNoodlesRice DishesS$ 6 Delivery feeDiscount 15%Featured30min","https://www.foodpanda.sg/restaurant/vyrr/light-of-india-restaurant-delivery","Light of India - Restaurant Delivery","","","","","S$ 4.42S$ 5.20","4.4/5","null","null"
"1622642149-4472","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Tenderfresh Classic (Ayer Rajah CC)4.5/5 (3k+)$$$WesternSingaporeanHalalChickenLunchDinner pandapro perksFree deliveryPRO - Free Delivery30min","https://www.foodpanda.sg/restaurant/s0uk/tenderfresh-classic-ayer-rajah-cc","Tenderfresh Classic (Ayer Rajah CC)","","Bandung","","","","4.5/5","null","null"
"1622642198-8630","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Omar Shariff (Bukit Timah) - Restaurant Delivery4.1/5 (3k+)$$$IndianSeafoodVegetarianChickenTea TimeBentoDinner pandapro perksDeals near youMonthly DealsFree deliveryPRO - Free Delivery!Discount 30%60min","https://www.foodpanda.sg/restaurant/v1ra/omar-shariff-bukit-timah-restaurant-delivery","Omar Shariff (Bukit Timah) - Restaurant Delivery","","","","","S$ 13.80","4.1/5","null","null"
"1622642096-1478","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Badaling Coffeeshop (449 Clementi)4/5 (3)$$$BeveragesS$ 2.69 Delivery fee30min","https://www.foodpanda.sg/restaurant/o9tl/badaling-coffeeshop-449-clementi-","Badaling Coffeeshop (449 Clementi)","","","","","S$ 1.60","4/5","null","null"
"1622642090-1253","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Mohamad Ali Drinks Stall4.6/5 (97)$$$Beverages pandapro perksFree deliveryFree Delivery!25min","https://www.foodpanda.sg/restaurant/x9yw/mohamad-ali-drinks-stall","Mohamad Ali Drinks Stall","","","Tea, Milk","","","4.6/5","null","null"
"1622642170-6156","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Tandoori Bites4.3/5 (47)$$$IndianS$ 1.49 Delivery fee30min","https://www.foodpanda.sg/restaurant/o0fp/tandoori-bites","Tandoori Bites","","","","","S$ 18.90","4.3/5","null","null"
"1622642161-5136","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Fragrance Paradise Mala Xiang Guo4.4/5 (102)$$$ChineseBeveragesS$ 2.19 Delivery fee25min","https://www.foodpanda.sg/restaurant/n7d6/fragrance-paradise-mala-xiang-guo","Fragrance Paradise Mala Xiang Guo","","Very Spicy 大辣","","","","4.4/5","null","null"
"1622642176-6484","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Pizza Hut (West Coast Drive)4.4/5 (1k+)$$$PizzaItalianPastaDessertHalalFast FoodInternational pandapro perksDeals near youMonthly DealsS$ 1.49 Delivery feeDiscount 30%30min","https://www.foodpanda.sg/restaurant/w5tb/pizza-hut-west-coast-drive","Pizza Hut (West Coast Drive)","","","1 Pasta (Sambal Prawn/ Sambal Chicken) + Spicy Chicken Pop with Sambal Sauce. (UP $19.40, Now $18)","","","4.5/5","null","null"
"1622642189-7663","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Khansama Tandoori Village (Science Park) - Restaurant Delivery4.3/5 (572)$$$IndianAlcoholVeganSoupsSnacksRice DishesLate Night DeliveryBBQTea TimeLunchDinnerS$ 5 Delivery feeFeaturedRestaurant Delivery60min","https://www.foodpanda.sg/restaurant/x3qv/khansama-tandoori-village-science-park-restaurant-delivery","Khansama Tandoori Village (Science Park) - Restaurant Delivery","","","","","S$ 5.89","4.3/5","null","null"
"1622642090-1258","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Mohamad Ali Drinks Stall4.6/5 (97)$$$Beverages pandapro perksFree deliveryFree Delivery!25min","https://www.foodpanda.sg/restaurant/x9yw/mohamad-ali-drinks-stall","Mohamad Ali Drinks Stall","","","Coffee, Evaporated creamer, Sugar","","","4.6/5","null","null"
"1622642176-6522","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Pizza Hut (West Coast Drive)4.4/5 (1k+)$$$PizzaItalianPastaDessertHalalFast FoodInternational pandapro perksDeals near youMonthly DealsS$ 1.49 Delivery feeDiscount 30%30min","https://www.foodpanda.sg/restaurant/w5tb/pizza-hut-west-coast-drive","Pizza Hut (West Coast Drive)","","","","","from  S$ 30.90","4.5/5","null","null"
"1622642079-795","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Soi Thai Kitchen (JCube)4.3/5 (427)$$$ThaiMeatAsian pandapro perksMonthly DealsFree deliveryPRO - Free Delivery!Discount 20%30min","https://www.foodpanda.sg/restaurant/w1hz/soi-thai-kitchen-jcube","Soi Thai Kitchen (JCube)","","","","","S$ 8.80S$ 11","4.3/5","null","null"
"1622642164-5468","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Rangooli4.5/5 (2k+)$$$IndianSingaporeanWestern pandapro perksCurryFree deliveryPRO - Free Delivery30min","https://www.foodpanda.sg/restaurant/v1bv/rangooli","Rangooli","","","","","S$ 6","4.5/5","null","null"
"1622642140-3719","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","SpringLeaf Prata Place (West Coast Drive)4.3/5 (1k)$$$IndianSingaporeanAsianBento pandapro perksHawker FavouritesFree deliveryPRO - Free Delivery!30min","https://www.foodpanda.sg/restaurant/x3bd/springleaf-prata-place-west-coast-drive","SpringLeaf Prata Place (West Coast Drive)","","","","","from  S$ 3.90","4.3/5","null","null"
"1622642164-5346","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Rangooli4.5/5 (2k+)$$$IndianSingaporeanWestern pandapro perksCurryFree deliveryPRO - Free Delivery30min","https://www.foodpanda.sg/restaurant/v1bv/rangooli","Rangooli","","","Garlic, cheese, plain & butter naan roasted in earthen pot","","","4.5/5","null","null"
"1622642128-2948","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Igloo CoffeeShop4.6/5 (13)$$$Asian pandapro perksFree deliveryFree Delivery!30min","https://www.foodpanda.sg/restaurant/y0zm/igloo-coffeeshop","Igloo CoffeeShop","","","","","S$ 2.50","4.6/5","null","null"
"1622642167-5797","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Prata Alley4.5/5 (3k+)$$$IndianSingaporeanWestern pandapro perksMuslimFree deliveryFree Delivery!30min","https://www.foodpanda.sg/restaurant/s7pk/prata-alley","Prata Alley","","","Ginger without milk","","","4.6/5","null","null"
"1622642167-5768","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Prata Alley4.5/5 (3k+)$$$IndianSingaporeanWestern pandapro perksMuslimFree deliveryFree Delivery!30min","https://www.foodpanda.sg/restaurant/s7pk/prata-alley","Prata Alley","","","Chewy thick roti","","","4.6/5","null","null"
"1622642122-2468","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Haq-Insaf's Eating House4.4/5 (878)$$$IndianNoodlesBeveragesS$ 2.19 Delivery fee30min","https://www.foodpanda.sg/restaurant/x3ox/haq-insaf-s-eating-house","Haq-Insaf's Eating House","","","","","S$ 5.40","4.5/5","null","null"
"1622642140-3432","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","SpringLeaf Prata Place (West Coast Drive)4.3/5 (1k)$$$IndianSingaporeanAsianBento pandapro perksHawker FavouritesFree deliveryPRO - Free Delivery!30min","https://www.foodpanda.sg/restaurant/x3bd/springleaf-prata-place-west-coast-drive","SpringLeaf Prata Place (West Coast Drive)","","Curry Mutton","","","","4.3/5","null","null"
