web-scraper-order,web-scraper-start-url,rest-link,rest-link-href,shopname,cuisine,item_name,item_desc,product_img,item_price,shop_rating,shop_address,shop_period
"1622642134-3210","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","LiHO TEA (West Coast Plaza)4.7/5 (612)$$$BeveragesTea TimeBubble TeaEveryday FavouritesPickup FavouritesS$ 3.49 Delivery fee25min","https://www.foodpanda.sg/restaurant/x3ru/liho-tea-west-coast-plaza","LiHO TEA (West Coast Plaza)","","","","","from  S$ 2.80","4.7/5","null","null"
"1622642164-5271","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Rangooli4.5/5 (2k+)$$$IndianSingaporeanWestern pandapro perksCurryFree deliveryPRO - Free Delivery30min","https://www.foodpanda.sg/restaurant/v1bv/rangooli","Rangooli","","V21. Aloo Mutter","","","","4.5/5","null","null"
"1622642173-6349","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Burger King (Clementi Mall)4.2/5 (86)$$$Fast FoodBurgersChickenS$ 2.19 Delivery feeNew25min","https://www.foodpanda.sg/restaurant/d5q1/burger-king-clementi-mall","Burger King (Clementi Mall)","","","","","from  S$ 9.50","4.2/5","null","null"
"1622642155-4952","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Kimly Zi Char (325 Clementi Ave 5)4.3/5 (735)$$$ChineseSingaporeanAsianDeals near youMonthly DealsS$ 2.69 Delivery fee30min","https://www.foodpanda.sg/restaurant/x2tv/kimly-zi-char-325-clementi-ave-5","Kimly Zi Char (325 Clementi Ave 5)","","","","","S$ 8.45","4.3/5","null","null"
"1622642125-2559","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Xin Wang Hong Kong Cafe (West Coast Plaza)4.5/5 (2k+)$$$ChineseLunchDinnerDim SumS$ 3.49 Delivery fee35min","https://www.foodpanda.sg/restaurant/v7ev/xin-wang-hong-kong-cafe-west-coast-plaza","Xin Wang Hong Kong Cafe (West Coast Plaza)","","8552D Wang Wang Ice Shaved Mountain","","","","4.5/5","null","null"
"1622642057-80","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","NeNe Chicken (Star Vista) - Islandwide Delivery4.2/5 (15)$$$KoreanHalalIslandwide DeliveryDeals near youMonthly DealsS$ 5.99 Delivery feeDiscount 30%Islandwide Delivery35min","https://www.foodpanda.sg/restaurant/rgbc/nene-chicken-star-vista-islandwide-delivery","NeNe Chicken (Star Vista) - Islandwide Delivery","","","","","from  S$ 15","4.2/5","null","null"
"1622642192-7843","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Light of India - Restaurant Delivery4.4/5 (7)$$$IndianMeatSoupsNoodlesRice DishesS$ 6 Delivery feeDiscount 15%Featured30min","https://www.foodpanda.sg/restaurant/vyrr/light-of-india-restaurant-delivery","Light of India - Restaurant Delivery","","Poori & Bhaji","","","","4.4/5","null","null"
"1622642090-1208","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Mohamad Ali Drinks Stall4.6/5 (97)$$$Beverages pandapro perksFree deliveryFree Delivery!25min","https://www.foodpanda.sg/restaurant/x9yw/mohamad-ali-drinks-stall","Mohamad Ali Drinks Stall","","Masalati","","","","4.6/5","null","null"
"1622642192-8058","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Light of India - Restaurant Delivery4.4/5 (7)$$$IndianMeatSoupsNoodlesRice DishesS$ 6 Delivery feeDiscount 15%Featured30min","https://www.foodpanda.sg/restaurant/vyrr/light-of-india-restaurant-delivery","Light of India - Restaurant Delivery","","","","","S$ 20.82S$ 24.50","4.4/5","null","null"
"1622642198-8545","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Omar Shariff (Bukit Timah) - Restaurant Delivery4.1/5 (3k+)$$$IndianSeafoodVegetarianChickenTea TimeBentoDinner pandapro perksDeals near youMonthly DealsFree deliveryPRO - Free Delivery!Discount 30%60min","https://www.foodpanda.sg/restaurant/v1ra/omar-shariff-bukit-timah-restaurant-delivery","Omar Shariff (Bukit Timah) - Restaurant Delivery","","","Boneless pieces of mutton cooked in a thick gravy - speciality of the house","","","4.1/5","null","null"
"1622642084-1063","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Hong Kong Street Hock Kee Fish Head & Steamboat Restaurant4.2/5 (52)$$$Chinese pandapro perksFree deliveryFree Delivery!30min","https://www.foodpanda.sg/restaurant/y2qi/hong-kong-street-hock-kee-fish-head-and-steamboat-restaurant","Hong Kong Street Hock Kee Fish Head & Steamboat Restaurant","","","","","S$ 8.30","4.2/5","null","null"
"1622642176-6557","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Pizza Hut (West Coast Drive)4.4/5 (1k+)$$$PizzaItalianPastaDessertHalalFast FoodInternational pandapro perksDeals near youMonthly DealsS$ 1.49 Delivery feeDiscount 30%30min","https://www.foodpanda.sg/restaurant/w5tb/pizza-hut-west-coast-drive","Pizza Hut (West Coast Drive)","","","","","S$ 8","4.5/5","null","null"
"1622642195-8121","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Takagi Ramen (Clementi)4.5/5 (1k+)$$$JapaneseAsianNoodles pandapro perksBubble TeaFree deliveryFree Delivery!Featured30min","https://www.foodpanda.sg/restaurant/c2sn/takagi-ramen-clementi","Takagi Ramen (Clementi)","","1-for-1 Sakura Milk Sencha w Sakura Pearls (M)","","","","4.5/5","null","null"
"1622642198-8456","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Omar Shariff (Bukit Timah) - Restaurant Delivery4.1/5 (3k+)$$$IndianSeafoodVegetarianChickenTea TimeBentoDinner pandapro perksDeals near youMonthly DealsFree deliveryPRO - Free Delivery!Discount 30%60min","https://www.foodpanda.sg/restaurant/v1ra/omar-shariff-bukit-timah-restaurant-delivery","Omar Shariff (Bukit Timah) - Restaurant Delivery","","Mango Lassi","","","","4.1/5","null","null"
"1622642189-7405","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Khansama Tandoori Village (Science Park) - Restaurant Delivery4.3/5 (572)$$$IndianAlcoholVeganSoupsSnacksRice DishesLate Night DeliveryBBQTea TimeLunchDinnerS$ 5 Delivery feeFeaturedRestaurant Delivery60min","https://www.foodpanda.sg/restaurant/x3qv/khansama-tandoori-village-science-park-restaurant-delivery","Khansama Tandoori Village (Science Park) - Restaurant Delivery","","Jack Daniel Whiskey","","","","4.3/5","null","null"
"1622642110-1906","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Ibrahim Stall Shenton Way Power4.4/5 (228)$$$IndianNoodlesRice DishesHawker FavouritesS$ 2.19 Delivery fee25min","https://www.foodpanda.sg/restaurant/x5cg/ibrahim-stall-shenton-way-power","Ibrahim Stall Shenton Way Power","","Tulang Merah","","","","4.4/5","null","null"
"1622642182-6908","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Brit’s Indian Kebab and Grill Corner - Restaurant Delivery1.6/5 (3)$$$IndianWrapsBeveragesRice DishesMonthly DealsS$ 6 Delivery feeDiscount 15%Featured60min","https://www.foodpanda.sg/restaurant/eq68/brits-indian-kebab-and-grill-corner-restaurant-delivery","Brit’s Indian Kebab and Grill Corner - Restaurant Delivery","","","","","S$ 14.88S$ 17.50","1.6/5","null","null"
"1622642084-1141","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Hong Kong Street Hock Kee Fish Head & Steamboat Restaurant4.2/5 (52)$$$Chinese pandapro perksFree deliveryFree Delivery!30min","https://www.foodpanda.sg/restaurant/y2qi/hong-kong-street-hock-kee-fish-head-and-steamboat-restaurant","Hong Kong Street Hock Kee Fish Head & Steamboat Restaurant","","","","","S$ 8.30","4.2/5","null","null"
"1622642164-5482","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Rangooli4.5/5 (2k+)$$$IndianSingaporeanWestern pandapro perksCurryFree deliveryPRO - Free Delivery30min","https://www.foodpanda.sg/restaurant/v1bv/rangooli","Rangooli","","","","","S$ 11","4.5/5","null","null"
"1622642084-973","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Hong Kong Street Hock Kee Fish Head & Steamboat Restaurant4.2/5 (52)$$$Chinese pandapro perksFree deliveryFree Delivery!30min","https://www.foodpanda.sg/restaurant/y2qi/hong-kong-street-hock-kee-fish-head-and-steamboat-restaurant","Hong Kong Street Hock Kee Fish Head & Steamboat Restaurant","","Fried Kang Kong with Cuttlefish","","","","4.2/5","null","null"
"1622642158-5041","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","KFC (Clementi Mall)4.4/5 (5k+)$$$ChickenSingaporeanDessertBurgersHalalFast FoodInternationalLunchDinnerDeals near youBreakfastMonthly DealsS$ 2.19 Delivery feeDiscount 30%30min","https://www.foodpanda.sg/restaurant/v9oj/kfc-clementi-mall","KFC (Clementi Mall)","","Popsicle Meal","","","","4.4/5","null","null"
"1622642176-6426","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Pizza Hut (West Coast Drive)4.4/5 (1k+)$$$PizzaItalianPastaDessertHalalFast FoodInternational pandapro perksDeals near youMonthly DealsS$ 1.49 Delivery feeDiscount 30%30min","https://www.foodpanda.sg/restaurant/w5tb/pizza-hut-west-coast-drive","Pizza Hut (West Coast Drive)","Fast Food","","","","","4.5/5","null","null"
"1622642122-2289","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Haq-Insaf's Eating House4.4/5 (878)$$$IndianNoodlesBeveragesS$ 2.19 Delivery fee30min","https://www.foodpanda.sg/restaurant/x3ox/haq-insaf-s-eating-house","Haq-Insaf's Eating House","","","Ginger","","","4.5/5","null","null"
"1622642067-267","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Domino's (West Coast Drive)4.3/5 (230)$$$PizzaVegetarianDessertWesternHalalFast FoodDeals near youEveryday FavouritesMonthly DealsS$ 4.50 Delivery feeDiscount 40%Restaurant Delivery60min","https://www.foodpanda.sg/restaurant/j7fb/dominos-west-coast-drive","Domino's (West Coast Drive)","Western","","","","","4.3/5","null","null"
"1622642164-5349","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Rangooli4.5/5 (2k+)$$$IndianSingaporeanWestern pandapro perksCurryFree deliveryPRO - Free Delivery30min","https://www.foodpanda.sg/restaurant/v1bv/rangooli","Rangooli","","","Naan stuffed with shredded cottage cheese","","","4.5/5","null","null"
"1622642158-5130","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","KFC (Clementi Mall)4.4/5 (5k+)$$$ChickenSingaporeanDessertBurgersHalalFast FoodInternationalLunchDinnerDeals near youBreakfastMonthly DealsS$ 2.19 Delivery feeDiscount 30%30min","https://www.foodpanda.sg/restaurant/v9oj/kfc-clementi-mall","KFC (Clementi Mall)","","","","","S$ 2.85","4.4/5","null","null"
"1622642128-2987","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Igloo CoffeeShop4.6/5 (13)$$$Asian pandapro perksFree deliveryFree Delivery!30min","https://www.foodpanda.sg/restaurant/y0zm/igloo-coffeeshop","Igloo CoffeeShop","","","","","S$ 2.30","4.6/5","null","null"
"1622642128-2889","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Igloo CoffeeShop4.6/5 (13)$$$Asian pandapro perksFree deliveryFree Delivery!30min","https://www.foodpanda.sg/restaurant/y0zm/igloo-coffeeshop","Igloo CoffeeShop","","","","","S$ 99","4.6/5","null","null"
"1622642082-885","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Kimly Dim Sum (Clementi)4.4/5 (1k+)$$$ChineseSingaporeanAsianLunchDinnerDim SumBreakfastS$ 2.69 Delivery fee25min","https://www.foodpanda.sg/restaurant/v0hf/kimly-dim-sum-clementi","Kimly Dim Sum (Clementi)","","28. Chee Cheong Fun Prawn 猪肠粉-虾","","","","4.4/5","null","null"
"1622642167-5607","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Prata Alley4.5/5 (3k+)$$$IndianSingaporeanWestern pandapro perksMuslimFree deliveryFree Delivery!30min","https://www.foodpanda.sg/restaurant/s7pk/prata-alley","Prata Alley","","Plain Prata","","","","4.6/5","null","null"
"1622642125-2579","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Xin Wang Hong Kong Cafe (West Coast Plaza)4.5/5 (2k+)$$$ChineseLunchDinnerDim SumS$ 3.49 Delivery fee35min","https://www.foodpanda.sg/restaurant/v7ev/xin-wang-hong-kong-cafe-west-coast-plaza","Xin Wang Hong Kong Cafe (West Coast Plaza)","","8655D. Homemade Red Bean Soy Milk","","","","4.5/5","null","null"
"1622642128-2842","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Igloo CoffeeShop4.6/5 (13)$$$Asian pandapro perksFree deliveryFree Delivery!30min","https://www.foodpanda.sg/restaurant/y0zm/igloo-coffeeshop","Igloo CoffeeShop","","*Chrysanthemum 菊花茶","","","","4.6/5","null","null"
"1622642182-6750","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Brit’s Indian Kebab and Grill Corner - Restaurant Delivery1.6/5 (3)$$$IndianWrapsBeveragesRice DishesMonthly DealsS$ 6 Delivery feeDiscount 15%Featured60min","https://www.foodpanda.sg/restaurant/eq68/brits-indian-kebab-and-grill-corner-restaurant-delivery","Brit’s Indian Kebab and Grill Corner - Restaurant Delivery","","Navaratan Chettinad","","","","1.6/5","null","null"
"1622642152-4692","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Ibrahim Rojak4.5/5 (10)$$$AsianChickenS$ 2.19 Delivery fee25min","https://www.foodpanda.sg/restaurant/m3uj/ibrahim-rojak","Ibrahim Rojak","","","","","S$ 2.30","4.5/5","null","null"
"1622642173-6413","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Burger King (Clementi Mall)4.2/5 (86)$$$Fast FoodBurgersChickenS$ 2.19 Delivery feeNew25min","https://www.foodpanda.sg/restaurant/d5q1/burger-king-clementi-mall","Burger King (Clementi Mall)","","","","","S$ 2.90","4.2/5","null","null"
"1622642140-3634","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","SpringLeaf Prata Place (West Coast Drive)4.3/5 (1k)$$$IndianSingaporeanAsianBento pandapro perksHawker FavouritesFree deliveryPRO - Free Delivery!30min","https://www.foodpanda.sg/restaurant/x3bd/springleaf-prata-place-west-coast-drive","SpringLeaf Prata Place (West Coast Drive)","","","","","S$ 4.30","4.3/5","null","null"
"1622642173-6312","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Burger King (Clementi Mall)4.2/5 (86)$$$Fast FoodBurgersChickenS$ 2.19 Delivery feeNew25min","https://www.foodpanda.sg/restaurant/d5q1/burger-king-clementi-mall","Burger King (Clementi Mall)","","Coke (L)","","","","4.2/5","null","null"
"1622642134-3173","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","LiHO TEA (West Coast Plaza)4.7/5 (612)$$$BeveragesTea TimeBubble TeaEveryday FavouritesPickup FavouritesS$ 3.49 Delivery fee25min","https://www.foodpanda.sg/restaurant/x3ru/liho-tea-west-coast-plaza","LiHO TEA (West Coast Plaza)","","","","","from  S$ 8","4.7/5","null","null"
"1622642155-4951","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Kimly Zi Char (325 Clementi Ave 5)4.3/5 (735)$$$ChineseSingaporeanAsianDeals near youMonthly DealsS$ 2.69 Delivery fee30min","https://www.foodpanda.sg/restaurant/x2tv/kimly-zi-char-325-clementi-ave-5","Kimly Zi Char (325 Clementi Ave 5)","","","","","S$ 8.45","4.3/5","null","null"
"1622642090-1252","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Mohamad Ali Drinks Stall4.6/5 (97)$$$Beverages pandapro perksFree deliveryFree Delivery!25min","https://www.foodpanda.sg/restaurant/x9yw/mohamad-ali-drinks-stall","Mohamad Ali Drinks Stall","","Iced Longan Juice","","","","4.6/5","null","null"
"1622642195-8116","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Takagi Ramen (Clementi)4.5/5 (1k+)$$$JapaneseAsianNoodles pandapro perksBubble TeaFree deliveryFree Delivery!Featured30min","https://www.foodpanda.sg/restaurant/c2sn/takagi-ramen-clementi","Takagi Ramen (Clementi)","pandapro perks","","","","","4.5/5","null","null"
"1622642158-5104","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","KFC (Clementi Mall)4.4/5 (5k+)$$$ChickenSingaporeanDessertBurgersHalalFast FoodInternationalLunchDinnerDeals near youBreakfastMonthly DealsS$ 2.19 Delivery feeDiscount 30%30min","https://www.foodpanda.sg/restaurant/v9oj/kfc-clementi-mall","KFC (Clementi Mall)","","","","","from  S$ 53.95","4.4/5","null","null"
"1622642182-6951","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Brit’s Indian Kebab and Grill Corner - Restaurant Delivery1.6/5 (3)$$$IndianWrapsBeveragesRice DishesMonthly DealsS$ 6 Delivery feeDiscount 15%Featured60min","https://www.foodpanda.sg/restaurant/eq68/brits-indian-kebab-and-grill-corner-restaurant-delivery","Brit’s Indian Kebab and Grill Corner - Restaurant Delivery","","","","","S$ 5.02S$ 5.90","1.6/5","null","null"
"1622642084-1058","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Hong Kong Street Hock Kee Fish Head & Steamboat Restaurant4.2/5 (52)$$$Chinese pandapro perksFree deliveryFree Delivery!30min","https://www.foodpanda.sg/restaurant/y2qi/hong-kong-street-hock-kee-fish-head-and-steamboat-restaurant","Hong Kong Street Hock Kee Fish Head & Steamboat Restaurant","","Dried Minced Meat Egg","","","","4.2/5","null","null"
"1622642128-2983","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Igloo CoffeeShop4.6/5 (13)$$$Asian pandapro perksFree deliveryFree Delivery!30min","https://www.foodpanda.sg/restaurant/y0zm/igloo-coffeeshop","Igloo CoffeeShop","","","","","S$ 3.50","4.6/5","null","null"
"1622642176-6468","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Pizza Hut (West Coast Drive)4.4/5 (1k+)$$$PizzaItalianPastaDessertHalalFast FoodInternational pandapro perksDeals near youMonthly DealsS$ 1.49 Delivery feeDiscount 30%30min","https://www.foodpanda.sg/restaurant/w5tb/pizza-hut-west-coast-drive","Pizza Hut (West Coast Drive)","","Garlic Mozzarella Pops","","","","4.5/5","null","null"
"1622642149-4415","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Tenderfresh Classic (Ayer Rajah CC)4.5/5 (3k+)$$$WesternSingaporeanHalalChickenLunchDinner pandapro perksFree deliveryPRO - Free Delivery30min","https://www.foodpanda.sg/restaurant/s0uk/tenderfresh-classic-ayer-rajah-cc","Tenderfresh Classic (Ayer Rajah CC)","","Cream of Mushroom","","","","4.5/5","null","null"
"1622642067-327","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Domino's (West Coast Drive)4.3/5 (230)$$$PizzaVegetarianDessertWesternHalalFast FoodDeals near youEveryday FavouritesMonthly DealsS$ 4.50 Delivery feeDiscount 40%Restaurant Delivery60min","https://www.foodpanda.sg/restaurant/j7fb/dominos-west-coast-drive","Domino's (West Coast Drive)","","","Soft and fluffy breadsticks, sprinkled with garlic seasoning, served with salsa sauce.","","","4.3/5","null","null"
"1622642186-7074","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","AWADH Royal Indian Lucknawi Cusine - Restaurant Delivery3.8/5 (138)$$$IndianVegetarianMeatAsianBeveragesChickenS$ 7 Delivery feeFeaturedRestaurant Delivery60min","https://www.foodpanda.sg/restaurant/y6eu/awadh-royal-indian-lucknawi-cusine-restaurant-delivery","AWADH Royal Indian Lucknawi Cusine - Restaurant Delivery","","JACK DANIELS OLD NO.7 ( TENNESSEE SOUR MASH WHISKEY )","","","","3.9/5","null","null"
"1622642164-5386","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Rangooli4.5/5 (2k+)$$$IndianSingaporeanWestern pandapro perksCurryFree deliveryPRO - Free Delivery30min","https://www.foodpanda.sg/restaurant/v1bv/rangooli","Rangooli","","","Fish fillets cooked with sauteed onion, capsicum & tomatoes","","","4.5/5","null","null"
"1622642061-162","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Big Fish Small Fish (Jcube)4.5/5 (433)$$$SeafoodWesternHalalFishFast FoodSnacks pandapro perksFree deliveryFree Delivery!35min","https://www.foodpanda.sg/restaurant/x1dt/big-fish-small-fish-jcube","Big Fish Small Fish (Jcube)","","","","","S$ 5.78","4.5/5","null","null"
"1622642140-3482","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","SpringLeaf Prata Place (West Coast Drive)4.3/5 (1k)$$$IndianSingaporeanAsianBento pandapro perksHawker FavouritesFree deliveryPRO - Free Delivery!30min","https://www.foodpanda.sg/restaurant/x3bd/springleaf-prata-place-west-coast-drive","SpringLeaf Prata Place (West Coast Drive)","","Milo Dinosaur","","","","4.3/5","null","null"
"1622642182-6678","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Brit’s Indian Kebab and Grill Corner - Restaurant Delivery1.6/5 (3)$$$IndianWrapsBeveragesRice DishesMonthly DealsS$ 6 Delivery feeDiscount 15%Featured60min","https://www.foodpanda.sg/restaurant/eq68/brits-indian-kebab-and-grill-corner-restaurant-delivery","Brit’s Indian Kebab and Grill Corner - Restaurant Delivery","","Mutton Seekh Kebab","","","","1.6/5","null","null"
"1622642192-7810","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Light of India - Restaurant Delivery4.4/5 (7)$$$IndianMeatSoupsNoodlesRice DishesS$ 6 Delivery feeDiscount 15%Featured30min","https://www.foodpanda.sg/restaurant/vyrr/light-of-india-restaurant-delivery","Light of India - Restaurant Delivery","","Prawn Masala","","","","4.4/5","null","null"
"1622642096-1510","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Badaling Coffeeshop (449 Clementi)4/5 (3)$$$BeveragesS$ 2.69 Delivery fee30min","https://www.foodpanda.sg/restaurant/o9tl/badaling-coffeeshop-449-clementi-","Badaling Coffeeshop (449 Clementi)","","","","","S$ 2.10","4/5","null","null"
"1622642090-1300","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Mohamad Ali Drinks Stall4.6/5 (97)$$$Beverages pandapro perksFree deliveryFree Delivery!25min","https://www.foodpanda.sg/restaurant/x9yw/mohamad-ali-drinks-stall","Mohamad Ali Drinks Stall","","","","","from  S$ 1.56","4.6/5","null","null"
"1622642090-1333","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Mohamad Ali Drinks Stall4.6/5 (97)$$$Beverages pandapro perksFree deliveryFree Delivery!25min","https://www.foodpanda.sg/restaurant/x9yw/mohamad-ali-drinks-stall","Mohamad Ali Drinks Stall","","","","","from  S$ 1.80","4.6/5","null","null"
"1622642061-119","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Big Fish Small Fish (Jcube)4.5/5 (433)$$$SeafoodWesternHalalFishFast FoodSnacks pandapro perksFree deliveryFree Delivery!35min","https://www.foodpanda.sg/restaurant/x1dt/big-fish-small-fish-jcube","Big Fish Small Fish (Jcube)","Fish","","","","","4.5/5","null","null"
"1622642116-2037","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Xing Long Fish Soup (Clementi)4.4/5 (311)$$$AsianSoupsNoodlesS$ 3.49 Delivery fee25min","https://www.foodpanda.sg/restaurant/b5zp/xing-long-fish-soup-clementi","Xing Long Fish Soup (Clementi)","","","","","from  S$ 7.20","4.4/5","null","null"
"1622642146-4249","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Sichuan Tianfu Restaurant 天府川菜4.6/5 (2k+)$$$ChineseSeafood pandapro perksFree deliveryPRO - Free Delivery30min","https://www.foodpanda.sg/restaurant/s2mr/sichuan-tianfu-restaurant-","Sichuan Tianfu Restaurant 天府川菜","","","Egg fried with sliced bitter gourd; healthy option","","","4.6/5","null","null"
"1622642192-7927","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Light of India - Restaurant Delivery4.4/5 (7)$$$IndianMeatSoupsNoodlesRice DishesS$ 6 Delivery feeDiscount 15%Featured30min","https://www.foodpanda.sg/restaurant/vyrr/light-of-india-restaurant-delivery","Light of India - Restaurant Delivery","","","A spicy hot lamb curry","","","4.4/5","null","null"
"1622642189-7753","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Khansama Tandoori Village (Science Park) - Restaurant Delivery4.3/5 (572)$$$IndianAlcoholVeganSoupsSnacksRice DishesLate Night DeliveryBBQTea TimeLunchDinnerS$ 5 Delivery feeFeaturedRestaurant Delivery60min","https://www.foodpanda.sg/restaurant/x3qv/khansama-tandoori-village-science-park-restaurant-delivery","Khansama Tandoori Village (Science Park) - Restaurant Delivery","","","","","S$ 60.99","4.3/5","null","null"
"1622642137-3300","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","M. Ismail Mee Goreng Specialist Shenton Way4.4/5 (350)$$$IndianNoodlesChickenHawker FavouritesS$ 2.19 Delivery fee25min","https://www.foodpanda.sg/restaurant/x4fl/m-ismail-mee-goreng-specialist-shenton-way","M. Ismail Mee Goreng Specialist Shenton Way","","","","","from  S$ 10.50","4.4/5","null","null"
"1622642067-373","https://www.foodpanda.sg/restaurants/new?lat=1.3143209&lng=103.7565747&vertical=restaurants","Domino's (West Coast Drive)4.3/5 (230)$$$PizzaVegetarianDessertWesternHalalFast FoodDeals near youEveryday FavouritesMonthly DealsS$ 4.50 Delivery feeDiscount 40%Restaurant Delivery60min","https://www.foodpanda.sg/restaurant/j7fb/dominos-west-coast-drive","Domino's (West Coast Drive)","","","","","S$ 0.50","4.3/5","null","null"
